,1-2年以内其它应收款(元),1-2年以内应收帐款(元),1-2年以内预付货款(元),1年以内其它应收款(元),1年以内应收帐款(元),1年以内预付货款(元),2-3年以内其它应收款(元),2-3年以内应收帐款(元),2-3年以内预付货款(元),3年以内其它应收款(元),3年以内应收帐款(元),3年以内预付货款(元),date,id,name,三项费用比重,主营业务利润(元),主营业务利润率(%),主营业务成本率(%),主营业务收入增长率(%),主营利润比重,产权比率(%),净利润增长率(%),净资产增长率(%),净资产报酬率(%),净资产收益率(%),利息支付倍数,加权净资产收益率(%),加权每股收益(元),固定资产净值率(%),固定资产周转率(次),固定资产比重(%),存货周转天数(天),存货周转率(次),应收账款周转天数(天),应收账款周转率(次),总资产(元),总资产净利润率(%),总资产利润率(%),总资产周转天数(天),总资产周转率(次),总资产增长率(%),成本费用利润率(%),扣除非经常性损益后的净利润(元),扣除非经常性损益后的每股收益(元),投资收益率(%),摊薄每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股收益_调整后(元),每股未分配利润(元),每股经营性现金流(元),每股资本公积金(元),流动比率,流动资产周转天数(天),流动资产周转率(次),清算价值比率(%),现金比率(%),现金流量比率(%),短期债券投资(元),短期其它经营性投资(元),短期股票投资(元),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),经营现金净流量对销售收入比率(%),股东权益与固定资产比率(%),股东权益周转率(次),股东权益比率(%),股息发放率(%),股本报酬率(%),营业利润率(%),调整后的每股净资产(元),负债与所有者权益比率(%),资产报酬率(%),资产的经营现金流量回报率(%),资产负债率(%),资本化比率(%),资本固定化比率(%),速动比率,销售净利率(%),销售毛利率(%),长期债券投资(元),长期债务与营运资金比率(%),长期其它经营性投资(元),长期股票投资(元),长期负债比率(%),长期资产与长期资金比率(%),非主营比重
668,827281815.19,900709442.97,270215753.25,--,--,--,102185638.55,349426777.75,56279709.71,138215809.03,409030318.89,--,2017-9-30,600104,上汽集团,10.7484,46704587115.04,11.9722,87.1588,12.652,189.4478,136.9831,2.9068,13.4751,24.1858,7.75,19612.9524,7.59,--,59.9496,7.083,8.8394,22.7759,7.9031,16.0671,11.203,636717062326.95,3.5742,3.4448,283.1524,0.6357,23.6124,6.3978,15675798855.49,1.354,13.1646,1.8773,21.0685,17.6187,1.379,7.8905,1.2516,4.7467,1.0987,160.4993,1.1215,185.5016,50.2933,4.405,--,--,--,0.6667,0.0374,0.0375,437.3554,1.6212,38.6598,0.1781,509.5589,6.2118,--,158.6667,9.3502,0.023,61.3402,2.0789,110.5,0.951,5.6225,12.8412,--,0.1595,--,53660559122.07,0.8207,108.2029,62.5789
669,--,--,--,--,--,--,--,--,--,--,--,--,1994-12-31,600111,北方稀土,5.1021,22445346.95,20.6461,79.3539,--,133.0089,329.4259,--,--,79.0011,38.82,715.7889,--,--,76.2633,0.5824,30.0636,107.7748,3.3403,8.0143,44.9196,186676898.72,9.0397,9.0397,618.1319,0.5824,--,18.3793,--,--,--,0.06,--,1.0276,--,--,--,--,0.3476,1.485,242.4228,130.3558,0.0062,--,--,--,--,--,--,--,77.4587,2.5008,23.2869,0,--,15.5441,--,329.4259,18.3969,--,76.7131,24.6278,326.2659,0.1474,15.5224,20.6461,0,-0.1688,0,0,7.609,245.9138,-0.1399
670,--,--,--,--,--,--,--,--,--,--,--,--,1995-12-31,600111,北方稀土,3.7133,67383374.48,33.6521,66.3479,84.1847,112.4032,328.9747,255.2455,21.8775,160.2538,113.15,2104.3159,--,--,72.6967,3.2672,29.2375,64.6401,5.5693,4.1947,85.8217,227278159.69,28.9635,26.3765,372.1315,0.9674,21.7495,42.7322,--,--,--,0.23,--,1.0063,--,--,--,--,0.3274,87.4296,4.1176,130.3975,0.1112,--,--,--,--,--,--,--,79.7313,4.152,23.3114,0,--,29.9387,--,328.9747,37.3574,--,76.6886,21.1416,330.046,0.1907,29.9387,33.6521,0,-0.1319,0,0,6.2497,260.2689,0
671,--,--,--,--,--,--,--,--,--,--,--,--,1996-12-31,600111,北方稀土,5.2172,80447289.63,32.3217,67.6783,24.3014,119.4948,222.4712,-24.7575,60.8523,91.7103,52.93,2463.073,--,--,64.2417,3.9561,21.6066,59.4589,6.0546,14.0837,25.5614,274817525.76,17.9672,16.4132,363.1229,0.9914,20.9168,37.1061,--,--,--,0.17,--,1.0086,--,--,--,--,0.2761,75.7608,4.7518,144.9496,0.0082,--,--,--,--,--,--,--,143.5236,3.6019,31.0105,0,--,27.1046,--,222.4712,28.4398,--,68.9895,0,261.051,0.098,18.1226,32.3217,0,0,0,0,0,261.051,-0.2067
672,--,--,--,--,--,--,--,--,--,--,--,--,1997-12-31,600111,北方稀土,2.4786,72907295.51,36.0927,63.9073,-18.8413,89.915,10.5472,57.7594,594.7522,25.3175,12.02,-1430.8154,--,--,74.03,1.4233,34.2932,88.55,4.0655,53.6617,6.7087,654532204.2,15.3138,10.8718,828.1573,0.4347,138.1697,60.4659,--,--,--,0.2733,2.2742,2.274,--,0.1153,--,1.1301,6.5306,410.0695,0.8779,1048.1216,496.038,--,--,--,--,--,--,--,263.7817,0.5965,90.4591,0.3501,57.5766,36.4003,2.241,10.5472,22.902,--,9.5409,0,41.6677,6.0543,35.2274,36.0927,0,0,0,0,0,41.6677,16.2599
673,--,--,--,--,--,--,--,--,--,--,--,--,1997-9-30,600111,北方稀土,5.3623,14473081.87,48.4731,51.5269,--,111.1492,89.2108,--,--,5.5802,0.0558,3622.7666,--,--,--,0.2052,78.3111,204.918,0.4392,38.9374,2.3114,295816575.08,3.0577,2.9492,860.4207,0.1046,--,76.6594,--,--,--,0.0656,--,1.176,--,--,--,--,0.3443,151.2605,0.595,--,0,--,--,--,--,--,--,--,67.4886,0.2472,52.8511,--,--,43.6109,--,89.2108,2.9492,--,47.1489,--,158.4986,0.084,29.2193,48.4731,--,--,--,--,--,--,0
674,--,--,--,--,--,--,--,--,--,--,--,--,1998-12-31,600111,北方稀土,5.794,82882310.18,36.3804,62.8374,12.7826,90.8365,16.8684,10.076,2.4939,28.2561,12.91,-761.6527,13.07,--,70.8897,1.0097,31.9822,120.0801,2.998,72.2442,4.9831,709215949.83,11.4874,11.0445,1077.5217,0.3341,8.3546,57.6982,--,--,--,0.2149,1.6649,1.67,--,0.0085,-0.1182,0.5929,3.5323,607.9027,0.5922,692.8259,112.1963,-42.0954,--,--,--,-0.5501,-0.421,-0.1891,267.5435,0.38,85.5664,0.7911,47.0445,39.9885,1.59,16.8684,24.1778,-0.0608,14.4336,0,57.2837,2.89,34.382,37.1626,0,0,0,0,0,57.2837,23.2592
675,--,--,--,--,--,--,--,--,--,--,--,--,1998-9-30,600111,北方稀土,4.0532,44752131.37,35.1395,64.2416,--,98.1046,9.3168,--,--,19.8388,6.28,-625.867,--,--,72.4135,0.5669,32.5608,96.1179,1.8727,48.7686,3.6909,690609828.25,5.8978,5.7437,950.3696,0.1894,--,51.9756,--,--,--,0.1088,1.7332,1.73,--,0.1198,--,0.5929,7.036,580.8325,0.3099,1173.3294,264.5916,--,--,--,--,--,--,--,280.943,0.2081,91.4772,0,34.3855,35.7685,1.71,9.3168,18.148,--,8.5228,0,43.7634,6.0569,31.1464,35.7584,0,0,0,0,0,43.7634,13.1828
676,--,--,--,--,--,--,--,--,--,--,--,--,1999-12-31,600111,北方稀土,10.2332,79774194.17,32.3896,67.0643,8.1091,106.8598,16.484,-19.0512,9.4116,26.2307,9.55,-3804.7845,0,--,77.1522,0.8199,48.357,166.1973,2.1661,75.9253,4.7415,773412268.16,8.5533,8.1983,1083.6845,0.3322,9.0517,38.9376,63406773.73,0,--,0.174,1.8216,1.822,--,0.1338,0.0057,0.5929,3.162,517.1671,0.6961,706.6501,99.2195,1.8919,--,--,--,0.0327,0.0189,0.0084,177.5312,0.3876,85.8487,0.0449,47.7826,28.8488,1.695,16.484,22.5187,0.0027,14.1513,0,64.3611,2.3694,25.7442,32.9357,0,0,0,0,0,64.3611,32.365
677,--,--,3554606.35,--,--,--,--,--,--,--,--,--,1999-9-30,600111,北方稀土,11.1382,32352330.75,32.5695,66.9465,-22.0033,110.7311,9.5572,-35.9511,0.08,19.8789,4.02,-2773.3417,--,--,75.2178,0.374,43.94,191.164,0.9416,124.6796,1.4437,692682139.61,3.6245,3.6678,1270.2893,0.1417,0.3001,37.4362,--,--,--,0.0697,1.7346,1.73,--,0.0782,-0.068,0.5929,5.0898,606.2647,0.2969,1146.336,166.6191,-40.9896,--,--,--,-0.9749,-0.4099,-0.2493,207.7302,0.1603,91.2766,0.3279,34.4826,29.4389,1.59,9.5572,18.1448,-0.0358,8.7234,0,60.9136,3.8404,25.5766,33.0535,0,0,0,0,0,60.9136,26.1496
678,--,--,--,--,--,--,--,--,--,--,--,--,2000-12-31,600111,北方稀土,8.8059,130450975.35,33.233,65.9223,59.3755,129.8572,13.6382,54.6855,62.1024,22.2198,9.79,-6085.8876,10.56,--,72.5107,1.0522,30.4241,105.1187,3.4247,48.1341,7.4791,1223090824.89,9.8253,8.0191,915.5646,0.3932,58.1422,33.8639,102993303.19,0.261,--,0.243,2.6663,2.482,--,0.1952,0.4214,1.1522,4.6405,471.0809,0.7642,762.5916,336.2158,115.8962,--,--,--,1.7345,1.159,0.4334,289.2397,0.4511,87.9986,0.4939,59.244,26.8991,2.355,13.6382,19.5531,0.1391,12.0014,0,50.3502,4.202,24.9866,34.7873,0,0,0,0,0,50.3502,0.5033
679,--,--,--,--,--,--,--,--,--,--,--,--,2000-9-30,600111,北方稀土,9.0246,59487177.37,31.9186,67.0819,87.6225,119.3043,10.001,70.6607,57.4561,17.5133,4.36,-4220.9811,0,--,74.0344,0.4987,34.1057,107.0664,1.6812,64.7832,2.7785,1095088670.55,4.641,3.9593,902.2556,0.1995,58.094,34.6976,43360000,0,--,0.1074,2.4662,2.47,--,0.2282,0.1846,1.1522,6.6912,488.8647,0.3682,1099.9003,432.0838,74.8272,--,--,--,1.7182,0.7483,0.3997,266.5486,0.2246,90.9083,0,43.1906,26.8398,2.35,10.001,15.921,0.068,9.0917,0,43.0828,6.0687,23.2644,32.9181,0,0,0,0,0,43.0828,12.7947
680,486747.75,12714328.51,318406.34,--,--,--,3424.31,1483623.72,58378.27,--,--,--,2001-12-31,600111,北方稀土,13.0369,108859696.86,34.5118,64.9588,-19.6435,133.1756,18.1887,-17.855,1.702,21.281,7.9,-4073.6395,7.9,--,71.3146,0.8401,29.2818,169.6833,2.1216,79.4614,4.5305,1293718483.03,6.4024,6.2277,1435.9793,0.2507,5.7745,33.0016,75356261.76,0.19,--,0.1996,2.7116,2.527,--,0.2115,0.0082,1.1522,3.4282,778.2101,0.4626,589.5412,204.1268,1.6624,--,--,--,0.0411,0.0166,0.0105,288.9527,0.2906,84.6104,0.6251,57.7064,26.1448,2.423,18.1887,18.0059,0.0026,15.3896,0,55.8334,2.7814,25.5427,35.0412,0,0,0,0,0,55.8334,9.8663
681,911632.6,5193559.97,--,--,--,--,469441.18,1877883.42,--,--,--,--,2001-9-30,600111,北方稀土,11.6283,63002043.88,38.4522,60.8966,-12.0869,128.4429,10.6364,6.2306,10.5425,17.3027,4.489,-3954.8818,4.59,--,72.7658,0.4324,31.6782,151.8347,1.1855,70.1262,2.5668,1217530593.9,3.7744,3.783,1340.2829,0.1343,11.181,40.9111,46681016.14,0.12,--,0.1141,2.7262,2.542,--,0.2659,0.0036,1.1522,5.7264,742.268,0.2425,--,381.3906,1.253,--,--,--,0.0318,0.0125,0.009,285.3261,0.1505,90.3862,0.4995,47.17,30.3164,2.438,10.6364,15.6393,0.0012,9.6138,--,49.7285,4.8383,28.1118,39.1034,--,--,--,--,--,--,9.9998
682,619321.03,43832397.36,1908370.49,--,--,--,486747.75,483880.91,318406.34,--,--,--,2002-12-31,600111,北方稀土,8.8432,91274912.27,30.1213,69.3469,-3.932,134.1199,21.0214,-19.0879,5.8128,20.7044,6.12,2021.8327,6.32,--,69.5929,0.7785,28.5113,230.6953,1.5605,104.7242,3.4376,1401729400.75,4.837,4.6507,1601.4235,0.2248,8.3489,28.5288,64620394.01,0.16,-4.3512,0.1615,2.8693,2.639,--,0.2907,0.1254,1.1522,1.4565,616.1219,0.5843,520.9211,19.9807,20.7926,--,--,--,0.7766,0.2079,0.1671,289.8153,0.269,82.63,0.3357,59.4065,22.5766,2.488,21.0214,17.1081,0.0361,17.37,0,90.404,0.8793,21.513,30.6531,0,0,0,7454224.71,0,90.404,3.8933
683,--,--,--,--,--,--,--,--,--,--,--,--,2002-3-31,600111,北方稀土,12.5456,15777717.33,29.6362,69.8939,--,172.834,12.5562,--,--,14.8015,0.75,55763.3104,--,--,70.2264,0.1416,29.5668,333.7041,0.2697,153.0352,0.5881,1261757747.27,0.6073,0.615,2158.2734,0.0417,--,20.6819,--,--,--,0.0192,2.777,2.55,--,0.2307,--,1.1522,3.9571,1047.7299,0.0859,803.4162,154.8167,--,--,--,--,--,--,--,300.4874,0.0481,88.8445,6.4911,41.1037,17.1621,--,12.5562,13.1503,--,11.1555,0,62.8698,2.9118,14.5751,30.1061,0,0,0,0,0,62.8698,-0.0865
684,466738.96,34486966.66,106217.09,--,--,--,28924.31,483880.91,318406.34,--,--,--,2002-6-30,600111,北方稀土,8.3186,41733707,30.9176,68.4672,-17.6152,123.4794,14.1995,-30.4408,4.0712,17.1009,3.045,5110.4056,0,--,69.2189,0.3613,28.1654,262.3907,0.686,114.8765,1.5669,1307905679.86,2.463,2.4496,1734.104,0.1038,7.4228,32.3493,32404153.01,--,0,0.0794,2.8371,2.606,--,0.2909,0.0245,1.1522,2.5418,730.8161,0.2463,723.7836,73.0633,6.0771,--,--,--,0.3085,0.0608,0.0732,310.9001,0.1205,87.5661,0.6526,48.5176,25.3094,2.5,14.1995,14.9746,0.0076,12.4339,0,78.1068,1.677,23.7353,31.5328,0,0,0,7616398.95,0,78.1068,8.2975
685,--,--,--,--,--,--,--,--,--,--,--,--,2002-9-30,600111,北方稀土,9.513,59518365.83,29.6021,69.7934,--,134.705,19.2936,--,--,18.1796,3.817,2603.4739,0,--,68.57,0.5375,26.83,262.2632,1.0295,144.8342,1.8642,1376322078.4,3.0325,2.9415,1792.8287,0.1506,--,27.5,40851183.41,--,0,0.1003,2.8581,2.627,--,0.3118,0,1.1522,1.6097,698.9386,0.3863,558.3669,11.5874,0,--,--,--,0,0,0,312.4367,0.1789,83.8268,0.0429,51.9584,22.1582,2.515,19.2936,15.2394,0,16.1732,0,88.2375,0.9636,20.1351,30.2066,0,0,0,7616398.95,0,88.2375,6.3427
686,3240031,5636575.25,--,--,--,--,400000,11612409.52,0,--,--,--,2003-12-31,600111,北方稀土,14.1334,106449300.59,21.2427,78.5129,65.3694,247.7809,58.8133,-39.4445,8.3787,21.6182,3.433,422.527,3.461,--,77.5871,0.8335,39.9647,199.3135,1.8062,67.4802,5.3349,2008673431.2,2.315,1.9653,1224.9064,0.2939,43.2997,9.2293,36909337.72,0.091,-2.2169,0.0978,3.1097,2.733,--,0.3628,0.0584,1.1531,0.9043,357.4265,1.0072,254.5781,10.9922,3.3307,--,--,--,0.5976,0.0313,0.0471,156.3724,0.4152,62.4938,0.2729,67.2256,8.5875,2.524,60.016,13.51,0.0117,37.5062,2.3362,108.9953,0.4876,7.8777,21.4871,0,-0.4429,0,38024019.02,1.4949,106.449,13.7095
687,--,--,--,--,--,--,--,--,--,--,--,--,2003-3-31,600111,北方稀土,16.5746,14052656.34,16.4178,83.3794,60.7765,260.2919,25.0247,-47.3802,3.6952,15.8425,0.382,502.2756,0,--,68.6631,0.2155,27.1492,187.6564,0.4796,101.6719,0.8852,1453319561.08,0.286,0.2809,1500,0.06,15.1821,6.2976,0,0,-0.545,0.0101,2.8796,2.649,--,0.3008,0.0131,1.1525,1.3182,388.0983,0.2319,453.9357,28.537,1.8229,--,--,--,1.2987,0.0182,0.062,294.61,0.0738,79.9842,4.9433,45.6202,6.2407,2.506,25.0247,12.6715,0.0036,20.0158,0,92.0371,0.7783,4.7702,16.6206,0,0,0,17895643.33,0,92.0371,75.6951
688,5212837.11,2877276.65,1058119.56,--,--,--,74497.05,42216364.63,606664,--,--,--,2003-6-30,600111,北方稀土,14.6384,48978829.44,22.7807,76.7813,59.2798,200.6841,51.1305,-32.108,7.3064,19.1443,1.905,674.5437,1.928,--,73.2172,0.4373,31.1762,211.3668,0.8516,89.8383,2.0036,1872333295.15,1.3287,1.1617,1370.9063,0.1313,43.1551,12.3577,19384903.53,0,-1.3149,0.0539,3.0444,2.69,--,0.342,0.0305,1.1525,1.1223,429.5943,0.419,276.1478,24.2021,2.0587,--,--,--,0.5663,0.0191,0.0573,210.5386,0.1801,65.6379,0.6078,58.2837,11.3622,2.542,52.351,12.5659,0.0066,34.3621,2.3861,97.7084,0.7092,10.117,23.2187,0,0.4104,0,27291898.29,1.6045,95.377,15.8588
689,--,--,--,--,--,--,--,--,--,--,--,--,2003-9-30,600111,北方稀土,16.1758,75320815.75,22.8331,76.8392,64.0675,240.0907,53.9001,-29.5365,7.1168,20.2213,2.48,448.1869,0,--,72.8528,0.6639,30.9912,220.877,1.2224,85.8205,3.1461,1916951631.89,1.7191,1.4881,1358.1489,0.1988,39.2807,10.1885,0,0,-2.3272,0.0707,3.0615,2.706,--,0.3579,0.0588,1.1527,1.0743,424.7955,0.6356,268.1877,19.6236,3.7298,--,--,--,0.8317,0.0348,0.0719,208.0227,0.2756,64.4688,0.3776,61.9068,9.5287,2.513,55.1138,13.0364,0.0124,35.5312,2.3724,99.8193,0.6433,8.6476,23.1608,0,0.6354,0,37761571.58,1.5666,97.4512,15.8419
690,220915.11,10110525.45,13682259.03,--,--,--,2204865.99,10484239.41,141473.15,3876442.36,2250980.86,--,2004-12-31,600111,北方稀土,12.2089,131893522.33,16.5856,83.0811,58.6936,365.701,58.0358,-34.4848,2.3752,23.4706,1.944,295.2,1.963,--,75.2397,0.9694,40.7543,190.7184,1.8876,45.7823,7.8633,2056122529.53,1.2725,1.2578,920.0102,0.3913,2.3622,4.7429,28960557.15,0.072,0.3162,0.0641,3.1835,2.788,--,0.4024,0.1034,1.154,0.9641,302.0388,1.1919,258.0601,8.4934,5.7982,--,--,--,1.6138,0.0541,0.0525,153.3622,0.6261,62.5017,0.1028,74.7194,5.7089,2.608,59.9958,14.6695,0.0203,37.4983,1.9828,105.994,0.4016,3.2522,16.9189,0,-1.0058,0,37394876.69,1.2643,103.8924,-1.4185
691,--,--,--,--,--,--,--,--,--,--,--,--,2004-3-31,600111,北方稀土,13.3366,30806052.75,17.5365,82.1872,105.2337,385.1918,61.5148,55.3423,9.1596,19.7525,0.457,219.8037,0,--,76.4556,0.2201,38.4229,188.4028,0.4777,57.3504,1.5693,2064657768.27,0.3114,0.3072,1042.8737,0.0863,42.065,4.7523,0,0,-1.3735,0.0157,3.1434,2.746,--,0.3754,0.1216,1.1531,0.9163,341.1676,0.2638,248.1337,14.7806,6.5072,--,--,--,7.7412,0.0617,0.2795,159.9516,0.1392,61.4581,1.5613,62.0895,4.5606,2.523,62.7125,12.1395,0.0238,38.5419,2.0091,108.2251,0.5063,3.6106,17.8128,0,-0.4119,0,37540234.07,1.2601,106.0507,7.3643
692,2678337.8,4795821.83,3379805.39,--,--,--,16547.51,8673226.3,--,--,--,--,2004-6-30,600111,北方稀土,13.451,70625857.19,17.668,81.9309,85.9235,374.0067,58.5131,-21.6393,3.8518,21.4722,1.128,261.5054,0,--,76.5921,0.4864,41.146,170.2933,1.057,53.2986,3.3772,2043781214.7,0.8412,0.834,912.3163,0.1973,9.1569,4.932,12514176.91,0,0.5222,0.0422,3.1617,2.765,--,0.394,0.1525,1.154,0.9391,296.5404,0.607,256.4686,15.2354,8.5431,--,--,--,3.6109,0.0802,0.154,151.7716,0.3158,62.4479,0.2779,67.8887,4.7026,2.557,60.1336,13.4089,0.0301,37.5521,2.0245,107.1224,0.4886,4.264,18.0691,0,-0.6015,0,37471706.14,1.2904,104.9537,10.0565
693,--,--,--,--,--,--,--,--,--,--,--,--,2004-9-30,600111,北方稀土,13.1,103282815.87,17.7764,81.9261,76.1305,334.4295,56.6459,-3.4747,4.1256,23.1061,1.93,274.1397,0,--,75.5086,0.7109,40.8067,186.0017,1.4516,50.7958,5.3154,2038422731.08,1.3607,1.3508,940.4389,0.2871,6.3367,5.5762,0,0,0.6822,0.0682,3.1878,2.788,--,0.4166,0.032,1.1541,0.9591,305.3608,0.8842,262.3693,6.264,1.8413,--,--,--,0.4698,0.0172,0.0223,154.7009,0.4571,63.1283,0.0965,73.6572,5.3838,2.574,58.4076,14.5865,0.0063,36.8717,2.0077,106.0447,0.4457,4.7392,18.0739,0,-0.9171,0,37532321.19,1.2934,103.9156,8.8615
694,421423.56,4412571.95,7607792.68,--,--,--,207459.01,7909466.95,2735485.13,4532111.42,9269247.73,--,2005-12-31,600111,北方稀土,11.5221,113258875.9,12.8617,86.5718,10.7337,582.402,51.7626,-41.6829,2.1747,26.0135,1.14,186.878,1.15,--,71.6286,1.0595,40.8119,176.939,2.0346,40.958,8.7895,2019707898.88,0.7401,0.7468,833.1405,0.4321,-1.771,2.2384,14171565.28,0.035,0.022,0.0374,3.2528,2.835,--,0.4251,0.2547,1.1684,1.0086,281.1182,1.2806,278.5433,18.0118,15.2202,--,--,--,6.8164,0.1455,0.1167,159.2971,0.6779,65.0123,0.2021,84.6158,2.3338,2.632,53.8172,16.912,0.0509,34.9877,0.3192,101.9309,0.4987,1.7128,13.4282,0,0.7214,0,36054865.64,0.2082,101.6055,24.1116
695,--,--,--,--,--,--,--,--,--,--,--,--,2005-3-31,600111,北方稀土,12.2149,25645600.66,12.9053,86.7269,13.1236,1459.4558,55.6375,-85.3992,1.3506,22.345,0.197,136.472,0,--,74.2388,0.2389,40.7006,210.6249,0.4273,48.8865,1.841,2028133456.68,0.0453,0.0457,924.9743,0.0973,-1.769,0.8904,0,0,0.0937,0.0023,3.1858,2.794,--,0.4079,-0.0022,1.154,0.9685,310.559,0.2898,265.2705,8.4681,-0.1253,--,--,--,-0.9468,-0.0012,-0.0044,155.796,0.1546,63.4099,2.8701,71.1873,1.1764,2.613,57.7042,14.1689,-0.0004,36.5901,1.2274,105.0213,0.3941,0.466,13.2731,0,-0.7258,0,37420912.49,0.788,103.7323,0.8554
696,290035.06,12463833.44,9574111.79,--,--,--,2155700.91,7858334.39,1513941.13,3525553.73,2186401.96,--,2005-6-30,600111,北方稀土,11.6272,54404726.71,12.6938,86.8551,7.2187,866.8395,62.3121,-68.4525,0.8871,23.6639,0.636,158.246,0,--,73.2488,0.5171,38.7562,189.0359,0.9522,47.5913,3.7822,2114738974.06,0.2578,0.2543,875.9124,0.2055,3.4719,1.4802,6321300.07,0,-0.477,0.0133,3.1897,2.806,--,0.4203,0.0489,1.154,0.9602,307.4821,0.5854,247.5284,13.2353,2.4606,--,--,--,3.6715,0.0239,0.0461,157.1048,0.3332,60.8878,0.5667,75.482,1.6175,2.625,64.2364,14.4085,0.0093,39.1122,0,104.4052,0.4903,1.2546,13.1449,0,0,0,35872049.79,0,104.4052,3.6585
697,--,--,--,--,--,--,--,--,--,--,--,--,2005-9-30,600111,北方稀土,10.4346,85349793.19,12.968,86.4848,13.2777,430.5978,57.835,-39.7019,1.0276,25.3122,1.57,221.2288,0,--,72.3687,0.7947,39.4075,179.5929,1.5034,44.8453,6.0207,2076703452.65,0.8035,0.7995,847.7237,0.3185,1.878,3.0899,0,0,-0.2855,0.0411,3.2205,2.833,--,0.4468,0.1578,1.154,0.979,293.3507,0.9204,259.2643,13.9397,8.4732,--,--,--,3.8371,0.082,0.0968,158.8563,0.5092,62.6014,0.1835,81.5188,3.14,2.648,59.7409,15.8458,0.0307,37.3986,0,103.1176,0.5105,2.5227,13.5152,0,0,0,35942058.44,0,103.1176,4.6869
698,2920312.35,20885463.25,1379481.9,--,--,--,393545.88,3629376.52,7478337.84,5743327.79,14254333.25,--,2006-12-31,600111,北方稀土,10.3061,400720245.14,24.9024,74.459,82.7377,272.5259,69.1846,644.6975,30.4987,30.3385,6.444,623.8661,6.668,--,69.6886,1.8273,31.8264,122.8334,2.9308,34.2222,10.5195,2943994502.4,4.5256,3.8152,555.2128,0.6484,45.7634,10.6993,87462172.9,0.217,-4.7565,0.2782,4.2448,3.039,--,0.4805,0.6891,1.6925,1.2811,237.3887,1.5165,239.3851,41.8974,24.7302,--,--,--,2.4765,0.2261,0.1729,182.8798,1.0634,58.204,0.0091,128.7814,9.9954,2.832,71.8095,17.6582,0.0945,41.796,3.4223,87.7165,0.8604,6.9799,27.7548,0,0.192,0,34748493.44,2.0625,84.7146,-10.5331
699,--,--,--,--,--,--,--,--,--,--,--,--,2006-3-31,600111,北方稀土,10.2792,28476106.79,13.3895,85.9834,7.0215,644.9339,51.5348,231.2835,2.3863,26.0239,0.286,191.421,0,--,70.4672,0.2602,40.0654,167.5666,0.5371,41.8507,2.1505,2022434329.14,0.1518,0.1517,855.5133,0.1052,-0.281,2.1427,0,0,0.1026,0.0076,3.2619,2.844,--,0.4333,0.1317,1.1688,1.0328,291.5452,0.3087,279.6073,18.9457,7.8821,--,--,--,17.3257,0.0753,0.2499,162.4994,0.1617,65.106,0.9933,84.8862,3.1277,2.637,53.5957,16.9431,0.0263,34.894,0.3183,100.6981,0.5339,1.4426,13.8471,0,0.1898,0,36091864.31,0.2079,100.3776,-49.8153
700,421423.56,4216880.77,9284865,--,--,--,207459.01,8474552.4,2635554.13,3231935.69,9816890.95,--,2006-6-30,600111,北方稀土,9.6796,90090319.42,15.9338,83.3524,31.9204,280.3048,70.6281,455.2759,4.1187,28.5748,1.775,377.5768,--,--,69.414,0.6955,34.5711,120.8297,1.4897,39.7588,4.5273,2318825873.47,1.3764,1.2877,690.7137,0.2606,9.6507,6.0637,23320429.25,--,--,0.074,3.3211,2.887,--,0.4763,0.2024,1.1688,1.0653,268.2963,0.6709,231.8307,29.7009,8.6684,--,--,--,2.7367,0.0835,0.1445,167.2379,0.4261,57.816,0.1021,94.9004,5.683,2.683,72.9626,16.5208,0.0352,42.184,0.3126,98.0581,0.7595,5.2809,16.6025,--,0.0683,--,33889527.94,0.1813,97.7515,-0.1659
701,--,--,--,--,--,--,--,--,--,--,--,--,2006-9-30,600111,北方稀土,9.9797,161710565.48,18.4019,80.9073,33.5199,225.9184,68.7263,264.5105,5.3325,31.2232,2.987,481.1708,0,--,68.8127,1.0755,34.5812,123.5076,2.1861,39.6995,6.8011,2341883682.95,2.7751,2.5843,669.9752,0.403,12.7693,8.8945,0,0,--,0.1499,3.3923,2.917,--,0.5122,0.5449,1.1629,1.0825,260.4669,1.0366,235.8506,33.535,23.4786,--,--,--,3.6347,0.2262,0.2503,169.089,0.6552,58.473,0.0165,105.9172,8.1147,2.707,71.0191,18.2571,0.0939,41.527,0.3061,96.9544,0.7559,6.8869,19.0307,--,0.0544,--,33320292.53,0.1795,96.6576,1.028
702,4660721.42,9058622.8,59185251.88,--,--,--,1886562.01,4660759.92,1636783.88,8899864.32,27532727.37,--,2007-12-31,600111,北方稀土,10.2738,880613745.56,35.2304,63.6877,55.3344,170.9737,88.1154,258.6894,11.7098,45.9502,20.307,1460.9386,20.056,0.763,74.2372,2.1636,37.0987,145.2726,2.4781,40.7983,8.8239,3702615942.16,12.1227,10.8808,478.6598,0.7521,25.7684,27.4584,387360673.76,0.96,8.0139,0.998,4.7419,3.759,0.763,1.1023,0.7406,1.2849,1.2853,254.2552,1.4159,213.0659,29.1573,18.3864,--,--,--,0.7421,0.1672,0.1196,139.3522,1.3781,51.6979,0.0421,217.8902,23.2776,--,93.4316,23.7553,0.0807,48.3021,3.0746,84.256,0.7861,16.1176,36.3123,8500000,0.1309,0,48676727.69,1.6399,81.6655,-12.3176
